price_sold,city_sold,state_sold,zip_code,bds,ba,sqft,broker_name,month_sold,year_sold
"$193,200",Sumter,sc,29154,3 ,2 ,"1,610 ",,10,2021
"$383,000",Sumter,sc,29150,4 ,4 ,"3,147 ",,10,2021
"$291,500",Sumter,sc,29150,4 ,3 ,"2,314 ",,10,2021
"$132,000",Florence,sc,29505,2 ,2 ,"1,076 ","SENTRY RESIDENTIAL, LLC",10,2021
"$135,900",Florence,sc,29505,3 ,2.5 ,"1,450 ",,10,2021
"$265,000",Florence,sc,29501,4 ,3 ,"2,070 ",,10,2021
"$274,000",Florence,sc,29501,4 ,2 ,"1,820 ",,10,2021
"$700,000",Florence,sc,29501,6 ,3 ,"4,937 ",,10,2021
"$60,000",Florence,sc,29501,3 ,2 ,"1,498 ",,10,2021
"$340,000",Florence,sc,29501,4 ,3 ,"2,241 ",,10,2021
"$635,000",Florence,sc,29501,4 ,4 ,"4,984 ",,10,2021
"$140,000",Florence,sc,29505,3 ,2 ,"1,651 ",,10,2021
"$600,000",Spartanburg,sc,29302,0,0,0,"A.S. BOBO REAL ESTATE, Steven Bobo",10,2021
"$215,990",Spartanburg,sc,29307,3 ,3 ,"1,600 ",WJH LLC,10,2021
"$187,000",Spartanburg,sc,29306,3 ,3 ,"1,465 ","LAURA SIMMONS & ASSOCIATES RE, Marty Hanahan",10,2021
"$203,000",Spartanburg,sc,29301,3 ,3 ,"1,594 ",PONCE REALTY GROUP -1,10,2021
"$209,777",Spartanburg,sc,29302,3 ,2 ,"1,582 ",AGENT PROS REALTY,10,2021
"$137,000",Spartanburg,sc,29302,2 ,3 ,"1,120 ",KELLER WILLIAMS REALTY-1,10,2021
"$200,000",Spartanburg,sc,29301,3 ,2 ,"1,300 ",KELLER WILLIAMS REALTY-1,10,2021
"$116,000",Spartanburg,sc,29307,2 ,2 ,"1,258 ",KELLER WILLIAMS REALTY-1,10,2021
"$171,000",Spartanburg,sc,29302,3 ,2 ,"1,248 ",PONCE REALTY GROUP -2,10,2021
"$169,000",Greer,sc,29650,2 ,2 ,"1,100 ","NORTH GROUP REAL ESTATE, Jack Sparkman",11,2021
"$200,000",Greer,sc,29650,4 ,3 ,"1,856 ",AGENT PROS REALTY,10,2021
"$310,000",Greer,sc,29650,3 ,2 ,"1,751 ","KELLER WILLIAMS DRIVE, Justin Boyd",10,2021
"$403,819",Greer,sc,29651,4 ,3 ,"2,894 ","LENNAR CAROLINAS LLC, Leeann Wong",10,2021
"$675,000",Greer,sc,29651,4 ,4 ,"3,573 ","COLDWELL BANKER CAINE/WILLIAMS, Lee Anne Van Heule",10,2021
"$292,000",Greer,sc,29651,3 ,3 ,"1,772 ","BLUEFIELD REALTY GROUP, Alexandria Dougherty",10,2021
"$330,000",Greer,sc,29651,4 ,3 ,"2,429 ","COLDWELL BANKER CAINE/WILLIAMS, Kimberly Roberts",10,2021
"$435,000",Greer,sc,29650,4 ,3 ,"3,699 ","REALTY ONE GROUP FREEDOM, Eldris Jana",10,2021
"$229,900",Greer,sc,29651,3 ,3 ,"1,610 ","ACCESS REALTY, LLC, Heather Kennedy",10,2021
"$276,500",Aiken,sc,29803,5 ,3 ,"2,620 ",MEYBOHM REAL ESTATE -EVANS,07,2102
$1.03M,Aiken,sc,29805,4 ,5 ,"2,565 ",KELLER WILLIAMS AIKEN PARTNERS,11,2021
"$258,000",Aiken,sc,29801,4 ,3 ,"2,272 ",RE/MAX TATTERSALL GROUP,11,2021
$1.16M,Aiken,sc,29803,3 ,3 ,"2,565 ",EXP REALTY LLC - COLUMBIA,11,2021
"$396,000",Aiken,sc,29803,3 ,3 ,"2,559 ",MEYBOHM REAL ESTATE,11,2021
"$289,000",Aiken,sc,29803,3 ,3 ,"1,814 ",COLDWELL BANKER REALTY,10,2021
$1.90M,Aiken,sc,29803,6 ,5 ,"3,750 ",MEYBOHM REAL ESTATE,10,2021
"$225,000",Aiken,sc,29801,2 ,2 ,"1,901 ",MCKINNEY REALTY,10,2021
"$335,000",Aiken,sc,29803,2 ,2 ,"1,754 ",MEYBOHM REAL ESTATE,10,2021
"$135,000",Anderson,sc,29621,2 ,1 ,910 ,"CAROLINA PROPERTIES, Trish Bowland",11,2021
"$56,000",Anderson,sc,29624,2 ,1 ,"1,311 ","BHHS C DAN JOYNER - ANDERSON, The Cleverpeople",10,2021
"$215,000",Anderson,sc,29626,3 ,2 ,"1,500 ","COLDWELL BANKER EXCLUSIVE RLTY, Trent Smith",10,2021
"$55,000",Anderson,sc,29625,0,0,0,"KELLER WILLIAMS GRV UPST, Julia Marquez Lezcano",10,2021
"$222,000",Anderson,sc,29621,3 ,2 ,-- ,"BHHS C DAN JOYNER - ANDERSON, At Home Associates",10,2021
"$175,200",Anderson,sc,29621,3 ,3 ,-- ,"WESTERN UPSTATE KW, Rita Garner",10,2021
"$100,000",Anderson,sc,29621,0,0,-- ,"BHHS C DAN JOYNER - ANDERSON, At Home Associates",10,2021
"$215,000",Anderson,sc,29625,0,0,0,"LAKE HARTWELL PROPERTIES, David Williams",10,2021
"$660,000",Anderson,sc,29621,4 ,4 ,-- ,"WESTERN UPSTATE KW, Melody Bell & Associates",10,2021
"$395,000",Bluffton,sc,29915,3 ,3 ,"1,890 ",,11,2021
$1.40M,Bluffton,sc,29910,3 ,4 ,"2,448 ",,11,2021
$4.40M,Bluffton,sc,29910,6 ,7 ,"5,184 ",,11,2021
"$435,000",Bluffton,sc,29909,4 ,3 ,"2,523 ",,11,2021
"$520,000",Bluffton,sc,29910,3 ,4 ,"2,833 ",,11,2021
"$467,490",Bluffton,sc,29910,0,0,-- ,,10,2021
$1.44M,Bluffton,sc,29910,4 ,5 ,"2,897 ",,10,2021
"$183,000",Bluffton,sc,29909,2 ,3 ,"1,056 ",,10,2021
"$885,819",Bluffton,sc,29910,2 ,3 ,"2,448 ",,10,2021
"$275,000",Conway,sc,29526,6 ,3 ,"3,528 ",CAROLINA PINES REALTY,11,2021
"$223,500",Conway,sc,29527,3 ,2 ,"1,766 ",COASTAL LUXURY PROPERTIES,11,2021
"$270,000",Conway,sc,29527,2 ,2 ,"2,076 ",SHORELINE REALTY-CONWAY,10,2021
"$352,304",Conway,sc,29526,3 ,2 ,"2,543 ",THE LITCHFIELD CO RE-NEW HOMES,10,2021
"$85,000",Conway,sc,29526,3 ,2 ,"1,201 ",AGENT GROUP REALTY,10,2021
"$250,000",Conway,sc,29527,3 ,2 ,"1,798 ",SHORELINE REALTY-CONWAY,10,2021
"$245,000",Conway,sc,29527,3 ,2 ,"1,901 ",KELLER WILLIAMS TREMBLEY GROUP,10,2021
"$205,000",Conway,sc,29526,3 ,2 ,"1,137 ",EXP REALTY LLC,10,2021
"$167,890",Conway,sc,29526,3 ,2 ,"1,497 ",WELCOME HOME REALTY - MB,10,2021
"$365,000",Maulten,sc,29662,3 ,3 ,"2,007 ","CAROLINA MOVES, LLC, Debbie Hearn",10,2021
"$285,000",Maulten,sc,29662,3 ,2 ,"1,538 ","ALLEN TATE CO. - GREENVILLE, Julie Howe",10,2021
"$294,900",Maulten,sc,29662,4 ,2 ,"2,850 ","AGENT GROUP REALTY, Richard Robinson",10,2021
"$239,500",Maulten,sc,29662,3 ,3 ,"1,816 ","EXP REALTY LLC, Crystal Weise",10,2021
"$298,750",Maulten,sc,29662,4 ,3 ,"2,313 ","BHHS C DAN JOYNER - SIMP, Brian Welborn",10,2021
"$290,000",Maulten,sc,29662,3 ,3 ,"1,966 ","BHHS C DAN JOYNER - N. PLEAS, Lapaula Lanier",10,2021
"$255,000",Maulten,sc,29662,3 ,2 ,"1,921 ","LA ROSA REALTY LLC, Jennifer Alynn-Perri",10,2021
"$423,320",Maulten,sc,29662,3 ,3 ,"2,446 ","PIVOTAL REAL ESTATE, Cindy Bowman",10,2021
"$189,000",Maulten,sc,29662,2 ,2 ,"1,317 ","WILSON ASSOCIATES, Ashley Steigerwald",10,2021
"$545,000",Lexington,sc,29072,4 ,3 ,"2,950 ",,11,2021
"$225,500",Lexington,sc,29072,3 ,3 ,"1,871 ",,10,2021
"$225,500",Lexington,sc,29072,3 ,2.5 ,"1,889 ",,10,2021
"$246,000",Lexington,sc,29072,4 ,2.5 ,"2,200 ",,10,2021
"$285,000",Lexington,sc,29072,3 ,2 ,"2,375 ",,10,2021
"$400,000",Lexington,sc,29072,0,0,0,,10,2021
"$243,000",Lexington,sc,29072,3 ,2.5 ,"1,950 ",,10,2021
"$260,000",Lexington,sc,29072,3 ,2 ,"1,886 ",,10,2021
"$492,000",Lexington,sc,29072,6 ,5 ,"4,222 ",,10,2021
"$30,000",Simpsonville,sc,29681,0,0,0,"RE/MAX MOVES SIMPSONVILLE, Micha Kelley",11,2021
"$334,000",Simpsonville,sc,29681,4 ,3 ,"2,986 ","WONDRACEK REALTY GROUP, LLC, Marcus Wondracek",10,2021
"$430,000",Simpsonville,sc,29681,4 ,3 ,"2,835 ","COLDWELL BANKER CAINE/WILLIAMS, Robert Brown",10,2021
"$360,000",Simpsonville,sc,29681,4 ,3 ,"2,401 ",KELLER WILLIAMS REALTY-1,10,2021
"$355,000",Simpsonville,sc,29681,3 ,2 ,"1,706 ","TOLL BROTHERS REAL ESTATE, INC, Jeremy Logan",10,2021
"$839,900",Simpsonville,sc,29681,4 ,3 ,"3,605 ","BHHS C DAN JOYNER - PELHAM, Jenny Mccord",10,2021
"$255,000",Simpsonville,sc,29681,3 ,2 ,"1,608 ","EXP REALTY, LLC",10,2021
"$400,000",Simpsonville,sc,29680,4 ,3 ,"2,798 ","MTH SC REALTY, LLC, Josh Riley",10,2021
"$380,000",Simpsonville,sc,29681,4 ,3 ,"3,251 ","RE/MAX REACH, Jeremy Russell",10,2021
"$405,000",Taylors,sc,29687,3 ,3 ,-- ,"KELLER WILLIAMS DRIVE, Katie Campbell",11,2021
"$260,000",Taylors,sc,29687,4 ,3 ,"1,388 ","COLDWELL BANKER CAINE/WILLIAMS, Karla Alvarez",11,2021
"$290,000",Taylors,sc,29687,6 ,4 ,"3,131 ","TURNER REAL ESTATE COMPANY, Alice Batson",11,2021
"$557,250",Taylors,sc,29687,3 ,2 ,"2,459 ","LAURA SIMMONS & ASSOCIATES RE, Laura Simmons",11,2021
"$215,000",Taylors,sc,29687,3 ,2 ,"1,198 ","REALTY ONE GROUP FREEDOM, Britt Brandt",10,2021
"$262,000",Taylors,sc,29687,3 ,2 ,"1,395 ","PROFOUND REAL ESTATE, Philip Farmer",10,2021
"$390,000",Taylors,sc,29687,3 ,3 ,"2,167 ","BHHS C DAN JOYNER - N. PLEAS, Lisa Fidler",10,2021
"$369,140",Taylors,sc,29687,3 ,2 ,"2,108 ","MCGEE REALTY GROUP, Shannon Cone",10,2021
"$118,000",Taylors,sc,29687,2 ,2 ,"1,000 ","PARAGON PROPERTIES, Keith Garrett",10,2021
"$429,500",Easley,sc,29640,4 ,3 ,"2,318 ","BRAND NAME REAL ESTATE UPSTATE, Brian Wessel",11,2021
"$414,443",Easley,sc,29640,4 ,3 ,"2,434 ","MUNGO HOMES PROPERTIES, LLC, Deanna Phillips",10,2021
"$325,000",Easley,sc,29640,3 ,4 ,"2,306 ","RE/MAX RESULTS EASLEY, Linda Ballard",10,2021
"$316,000",Easley,sc,29642,3 ,3 ,"2,431 ","BRAND NAME REAL ESTATE UPSTATE, Ashley Davis",10,2021
"$245,000",Easley,sc,29642,3 ,2 ,-- ,"RE/MAX RESULTS EASLEY, Linda Ballard",10,2021
"$117,000",Easley,sc,29640,2 ,2 ,"1,008 ","SUN BELT REALTY, Deirdra Harmon",10,2021
"$218,000",Easley,sc,29640,4 ,3 ,"1,661 ","GREAT HOMES OF THE UPSTATE, Abrianna Hill",10,2021
"$195,000",Easley,sc,29640,0,0,0,"CLARDY REAL ESTATE, Nichole Krieger",10,2021
"$95,000",Easley,sc,29640,0,0,0,"ALLEN TATE - EASLEY/POWD, Melissa Hall",10,2021
"$190,000",Greenwood,sc,29649,3 ,2 ,-- ,,10,2021
"$145,000",Greenwood,sc,29649,0,0,0,,10,2021
"$365,000",Greenwood,sc,29646,3 ,4 ,"3,500 ","COLDWELL BANKER CAINE/WILLIAMS, Tracy James",10,2021
"$160,000",Greenwood,sc,29646,3 ,2 ,"1,782 ",,10,2021
"$142,300",Greenwood,sc,29649,3 ,2 ,"1,773 ","CAROLINA MOON REALTY LLC, Rick Ward",10,2021
"$287,500",Greenwood,sc,29649,4 ,6 ,"4,801 ",,10,2021
"$170,000",Greenwood,sc,29649,2 ,2 ,"2,200 ",,10,2021
"$160,000",Greenwood,sc,29649,3 ,1 ,"1,108 ",,10,2021
"$135,000",Greenwood,sc,29653,3 ,2 ,"1,206 ",,10,2021
"$315,000",Socastee,sc,29577,4 ,3 ,"2,351 ","CORDER PROPERTIES, INC.",10,2021
"$244,000",Socastee,sc,29588,3 ,2 ,"2,060 ",REALTY ONE GROUP DOCKSIDE,10,2021
"$164,000",Socastee,sc,29588,3 ,2 ,"1,200 ",FATHOM REALTY SC LLC,10,2021
"$214,000",Socastee,sc,29588,3 ,2 ,"2,194 ",REALTY ONE GROUP DOCKSIDESOUTH,10,2021
"$235,000",Socastee,sc,29588,3 ,2 ,"2,100 ",CENTURY 21 STOPPER &ASSOCIATES,10,2021
"$217,000",Socastee,sc,29588,3 ,2 ,"1,475 ",REALTY ONE GROUP DOCKSIDESOUTH,10,2021
"$360,000",Socastee,sc,29588,5 ,3 ,"2,501 ",ROWE VENTURES,10,2021
"$685,000",Socastee,sc,29588,3 ,3 ,"4,554 ",RE/MAX SOUTHERN SHORES GC,10,2021
"$175,000",Socastee,sc,29588,2 ,2 ,"1,120 ",SHORELINE REALTY,10,2021
"$367,000",Hanahan,sc,29410,4 ,3 ,"2,120 ",,10,2021
"$405,000",Hanahan,sc,29410,4 ,3 ,"2,700 ",,10,2021
"$235,000",Hanahan,sc,29410,2 ,1 ,779 ,,10,2021
"$419,900",Hanahan,sc,29410,5 ,4 ,"3,160 ",,10,2021
"$355,000",Hanahan,sc,29410,4 ,2 ,"1,851 ",,10,2021
"$470,000",Hanahan,sc,29410,3 ,3 ,"2,890 ",,10,2021
"$275,000",Hanahan,sc,29410,3 ,2 ,"1,350 ",,10,2021
"$865,000",Hanahan,sc,29410,4 ,6 ,"4,030 ",,10,2021
"$116,000",Hanahan,sc,29410,2 ,1 ,800 ,,10,2021
"$635,000",Clemson,sc,29631,4 ,4 ,-- ,"MONAGHAN COMPANY REAL ESTATE, Bond Mathews",10,2021
"$445,000",Clemson,sc,29631,4 ,4 ,"2,686 ","COLDWELL BANKER EXCLUSIVE RLTY, Trent Smith",10,2021
"$140,000",Clemson,sc,29631,4 ,2 ,-- ,"FOCUS REALTY - ERIC NEWTON, Jessica Summey Williams",10,2021
"$140,000",Clemson,sc,29631,2 ,1 ,-- ,"EXP REALTY LLC, Tim Rountree",10,2021
"$80,000",Clemson,sc,29631,2 ,1 ,884 ,,10,2021
"$395,000",Clemson,sc,29631,3 ,3 ,"2,208 ","IMPACT REALTY GROUP, Patricia Kennedy",10,2021
"$525,000",Clemson,sc,29631,5 ,4 ,-- ,"LAKE LIFE REALTY, Jeff Merritt",10,2021
"$130,000",Clemson,sc,29631,0,0,0,"MONAGHAN COMPANY REAL ESTATE, Bond Mathews",10,2021
"$299,900",Clemson,sc,29631,3 ,3 ,"1,842 ","MONAGHAN COMPANY REAL ESTATE, Sean Kelley",10,2021
"$222,500",Berea,sc,29617,3 ,3 ,"1,476 ","RE/MAX REALTY PROFESSIONALS, Justin Mccormick",10,2021
"$160,000",Berea,sc,29617,3 ,2 ,"1,250 ","VERNON COMPANY, Sandy Smith",10,2021
"$232,000",Berea,sc,29617,4 ,2 ,"1,900 ","COLDWELL BANKER CAINE/WILLIAMS, Kim Eades",10,2021
"$165,000",Berea,sc,29617,2 ,1 ,"1,083 ","JEFF COOK REAL ESTATE LLC, Jeff Cook",10,2021
"$215,500",Berea,sc,29617,3 ,2 ,"1,366 ","OFFERPAD BROKERAGE, LLC, Rob Jones",10,2021
"$380,000",Berea,sc,29617,4 ,4 ,"3,315 ","KELLER WILLIAMS GRV UPST, Anna Morton",10,2021
"$235,000",Berea,sc,29617,2 ,2 ,"1,174 ","LAURA SIMMONS & ASSOCIATES RE, Marty Hanahan",10,2021
"$351,000",Berea,sc,29611,3 ,3 ,"3,501 ","KELLER WILLIAMS GRV UPST, Joyce Valalik",10,2021
"$267,200",Berea,sc,29617,3 ,3 ,"1,908 ","MCALISTER REALTY, Stan Mcalister",10,2021
"$322,500",Ladson,sc,29456,5 ,3 ,"2,303 ",,10,2021
"$130,170",Ladson,sc,29456,2 ,2 ,943 ,,10,2021
"$322,000",Ladson,sc,29456,3 ,3 ,"1,664 ",,10,2021
"$162,900",Ladson,sc,29456,2 ,2 ,"1,084 ",,10,2021
"$203,000",Ladson,sc,29456,3 ,1 ,"1,327 ",,10,2021
"$345,000",Ladson,sc,29456,4 ,3 ,"2,321 ",,10,2021
"$325,000",Ladson,sc,29456,4 ,3 ,"2,312 ",,10,2021
"$310,000",Ladson,sc,29456,4 ,2 ,"1,918 ",,10,2021
"$283,000",Ladson,sc,29456,3 ,2 ,"1,511 ",,10,2021
"$278,000",Gantt,sc,29605,3 ,2 ,"1,359 ","VAN WEST ENTERPRISES, LLC, Kirk Westervelt",10,2021
"$700,000",Gantt,sc,29605,4 ,3 ,"3,435 ","WILSON ASSOCIATES, Anne Carter Macnabb",10,2021
"$20,900",Gantt,sc,29605,0,0,"9,583 ","CAROLINA REALTY ASSOC. UPSTATE, Shom Kostyra",10,2021
"$165,000",Gantt,sc,29673,3 ,3 ,"1,257 ","WILSONHOUSE REALTY, Chrystal Wilson",10,2021
"$189,900",Gantt,sc,29673,3 ,2 ,"1,500 ","GRIFFITH REAL ESTATE ADVISORS, Chuck Griffith",10,2021
"$367,750",Gantt,sc,29605,3 ,2 ,"1,604 ","WILSON ASSOCIATES, Blair Miller",10,2021
"$248,500",Gantt,sc,29605,3 ,2 ,"2,000 ","JEFF COOK REAL ESTATE LLC, Jeff Cook",10,2021
$1.49M,Gantt,sc,29605,4 ,4 ,"4,926 ","WILSON ASSOCIATES, Katherine Hall",10,2021
"$275,000",Gantt,sc,29605,5 ,3 ,"2,800 ","BRAND NAME REAL ESTATE UPSTATE, Marsha Wright",10,2021
"$176,000",Cayce,sc,29033,3 ,2 ,"1,240 ",,10,2021
"$399,000",Cayce,sc,29033,3 ,3 ,"1,900 ",,10,2021
"$147,500",Cayce,sc,29033,3 ,2 ,"1,152 ",,10,2021
"$330,000",Cayce,sc,29033,3 ,2 ,"2,000 ",,10,2021
"$233,000",Cayce,sc,29033,3 ,2 ,"1,680 ",,10,2021
"$310,000",Cayce,sc,29033,4 ,3 ,"3,652 ",,10,2021
"$185,000",Cayce,sc,29033,3 ,2 ,"1,820 ",,10,2021
"$146,500",Cayce,sc,29033,3 ,1 ,"1,320 ",,10,2021
"$70,000",Cayce,sc,29033,2 ,2 ,"1,060 ",,10,2021
"$160,000",Parker,sc,29617,3 ,2 ,"1,250 ","VERNON COMPANY, Sandy Smith",10,2021
"$285,000",Parker,sc,29611,5 ,4 ,"2,400 ","RE/MAX REALTY PROFESSIONALS, Joey Mccormick",10,2021
"$232,000",Parker,sc,29617,4 ,2 ,"1,900 ","COLDWELL BANKER CAINE/WILLIAMS, Kim Eades",10,2021
"$215,500",Parker,sc,29617,3 ,2 ,"1,366 ","OFFERPAD BROKERAGE, LLC, Rob Jones",10,2021
"$50,000",Parker,sc,29617,0,0,-- ,"REALTY ONE GROUP FREEDOM, Angela Franco",10,2021
"$155,000",Parker,sc,29617,2 ,2 ,699 ,"REALTY ONE GROUP FREEDOM, Angela Franco",10,2021
"$142,000",Parker,sc,29611,3 ,1 ,"1,208 ","KELLER WILLIAMS DRIVE, Matthew Gilstrap",10,2021
"$205,000",Parker,sc,29611,3 ,2 ,"1,168 ","BLACKSTREAM INTERNATIONAL RE, Kendall Keir",10,2021
"$11,000",Parker,sc,29611,0,0,-- ,"REALTY ONE GROUP FREEDOM, Carol Middleton",10,2021
"$270,000",Memphis,tn,38111,3 ,2.5 ,"2,017 ",,11,2021
"$250,000",Memphis,tn,38104,3 ,2.5 ,"2,445 ",,11,2021
"$80,000",Memphis,tn,38118,4 ,2 ,"1,688 ",,10,2021
"$130,000",Memphis,tn,38108,2 ,1 ,770 ,,10,2021
"$75,000",Memphis,tn,38111,3 ,1 ,"1,263 ",,10,2021
"$275,000",Memphis,tn,38104,4 ,2 ,"1,682 ",,10,2021
"$189,000",Memphis,tn,38117,3 ,2 ,"1,000 ",,10,2021
"$108,000",Memphis,tn,38119,0,0,830 ,,10,2021
"$12,000",Memphis,tn,38108,0,0,-- ,,10,2021
"$318,000",Knoxville,tn,37938,4 ,3 ,"2,300 ",ELITE REALTY,11,2021
"$46,500",Knoxville,tn,37920,0,0,0,"YOUNG MARKETING GROUP, REALTY EXECUTIVES",11,2021
"$280,000",Knoxville,tn,37919,3 ,3 ,"1,876 ",COLDWELL BANKER WALLACE,11,2021
"$436,000",Knoxville,tn,37931,3 ,3 ,"2,557 ",THE FERGUSON COMPANY,11,2021
"$985,000",Knoxville,tn,37919,5 ,5 ,"5,288 ",REALTY EXECUTIVE ASSOCIATES,11,2021
"$365,000",Knoxville,tn,37938,4 ,3 ,"1,921 ",CENTURY 21 VIRGINIA WILDER REAL ESTATE,11,2021
"$267,500",Knoxville,tn,37923,2 ,2 ,"1,413 ",REALTY EXECUTIVE ASSOCIATES,11,2021
"$194,000",Knoxville,tn,37920,3 ,3 ,"1,332 ",CENTURY 21 LEGACY,11,2021
"$125,000",Knoxville,tn,37914,3 ,1 ,816 ,KELLER WILLIAMS,11,2021
"$374,528",Chattanooga,tn,37416,3 ,3 ,"2,048 ",,11,2021
"$170,000",Chattanooga,tn,37416,3 ,1 ,925 ,,11,2021
"$275,900",Chattanooga,tn,37343,3 ,2 ,"2,281 ",,11,2021
"$369,900",Chattanooga,tn,37411,5 ,3 ,"2,916 ",,11,2021
"$595,000",Chattanooga,tn,37421,4 ,4 ,"3,275 ",,11,2021
"$350,000",Chattanooga,tn,37343,3 ,2 ,"1,689 ",,11,2021
"$335,000",Chattanooga,tn,37411,3 ,2 ,"1,630 ",,11,2021
"$420,000",Chattanooga,tn,37416,4 ,4 ,"4,022 ",,11,2021
"$475,000",Chattanooga,tn,37411,4 ,3 ,"1,938 ",,10,2021
"$302,500",Clarksville,tn,37040,4 ,3 ,"2,215 ",,11,2021
"$132,000",Clarksville,tn,37040,3 ,1 ,"1,000 ",,11,2021
"$240,000",Clarksville,tn,37042,3 ,3 ,"1,931 ",,11,2021
"$233,000",Clarksville,tn,37042,3 ,2 ,"1,260 ",,11,2021
"$240,000",Clarksville,tn,37042,3 ,2 ,"1,570 ",,11,2021
"$409,900",Clarksville,tn,37043,4 ,3 ,"2,685 ",,11,2021
"$250,000",Clarksville,tn,37042,3 ,2 ,"1,325 ",,11,2021
"$289,000",Clarksville,tn,37042,4 ,3 ,"2,228 ",,11,2021
"$155,000",Clarksville,tn,37042,3 ,2 ,"1,075 ",,10,2021
"$669,525",Franklin,tn,37064,4 ,3 ,"2,588 ",,11,2021
"$435,000",Franklin,tn,37064,3 ,3 ,"1,845 ",,11,2021
"$465,000",Franklin,tn,37064,2 ,2 ,"1,749 ",,11,2021
"$765,000",Franklin,tn,37064,3 ,3 ,"2,990 ",,11,2021
"$975,500",Franklin,tn,37064,3 ,4 ,"2,559 ",,11,2021
"$882,740",Franklin,tn,37067,5 ,5 ,"3,496 ",,10,2021
"$699,322",Franklin,tn,37067,4 ,3 ,"3,096 ",,10,2021
"$323,990",Franklin,tn,38401,3 ,2 ,"1,645 ",,10,2021
"$500,000",Franklin,tn,37067,3 ,3 ,"2,030 ",,10,2021
"$386,000",Jackson,tn,38305,4 ,3 ,"2,850 ",,11,2021
"$215,000",Jackson,tn,38305,3 ,2 ,"1,558 ",,10,2021
"$240,000",Jackson,tn,38305,4 ,3 ,"2,048 ",,10,2021
"$289,900",Jackson,tn,38305,4 ,3 ,"2,873 ",,10,2021
"$375,000",Jackson,tn,38305,3 ,3 ,"3,252 ",,10,2021
"$284,500",Jackson,tn,38313,3 ,2 ,"1,804 ",,10,2021
"$269,175",Jackson,tn,38305,4 ,3 ,"2,396 ",,10,2021
"$169,500",Jackson,tn,38301,3 ,2 ,"1,400 ",,10,2021
"$25,773",Jackson,tn,38305,-- ,2 ,"1,144 ",,10,2021
$1.10M,Hendersonville,tn,37072,3 ,2 ,"1,676 ",,11,2021
"$493,940",Hendersonville,tn,37075,3 ,3 ,"2,414 ",,11,2021
"$345,000",Hendersonville,tn,37075,3 ,2 ,"1,500 ",,11,2021
"$340,500",Hendersonville,tn,37075,4 ,2 ,"1,838 ",,11,2021
"$790,000",Hendersonville,tn,37075,3 ,4 ,"3,525 ",,11,2021
"$230,000",Hendersonville,tn,37075,2 ,2 ,"1,095 ",,10,2021
"$435,926",Hendersonville,tn,37075,3 ,2 ,"1,945 ",,10,2021
"$415,750",Hendersonville,tn,37075,0,0,-- ,,10,2021
"$455,594",Hendersonville,tn,37075,4 ,3 ,"2,785 ",,10,2021
"$235,000",Bartlett,tn,38134,3 ,2 ,"1,620 ",,10,2021
"$310,000",Bartlett,tn,38002,3 ,2 ,"2,199 ",,10,2021
"$191,000",Bartlett,tn,38135,3 ,2 ,"1,272 ",,10,2021
"$260,000",Bartlett,tn,38135,3 ,2 ,"1,596 ",,10,2021
"$301,000",Bartlett,tn,38135,3 ,2 ,"1,624 ",,10,2021
"$575,000",Bartlett,tn,38133,4 ,5 ,"5,577 ",,10,2021
"$300,000",Bartlett,tn,38135,3 ,2 ,"2,401 ",,10,2021
"$231,000",Bartlett,tn,38134,3 ,2.5 ,"1,635 ",,10,2021
"$530,000",Bartlett,tn,38135,5 ,5 ,"3,839 ",,10,2021
"$150,000",Kingsport,tn,37663,2 ,1 ,936 ,,10,2021
"$75,000",Kingsport,tn,37660,-- ,1.5 ,"1,152 ",,10,2021
"$275,000",Kingsport,tn,37663,3 ,2 ,"1,772 ",,10,2021
"$137,000",Kingsport,tn,37664,2 ,1 ,"1,148 ",,10,2021
"$135,000",Kingsport,tn,37663,-- ,1 ,"1,431 ",,10,2021
"$420,000",Kingsport,tn,37664,3 ,3 ,"2,208 ",,10,2021
"$270,000",Kingsport,tn,37660,-- ,2.5 ,"1,377 ",,10,2021
"$172,500",Kingsport,tn,37660,3 ,2 ,"1,250 ",,10,2021
"$46,000",Kingsport,tn,37660,0,0,0,,10,2021
"$295,000",Smyrna,tn,37167,3 ,2 ,"1,275 ",,11,2021
"$382,000",Smyrna,tn,37167,4 ,5 ,"1,700 ",,11,2021
"$385,000",Smyrna,tn,37167,3 ,2 ,"1,861 ",,10,2021
"$474,500",Smyrna,tn,37167,5 ,4 ,"3,336 ",,10,2021
"$428,370",Smyrna,tn,37167,5 ,4 ,"2,618 ",,10,2021
"$489,900",Smyrna,tn,37167,4 ,3 ,"2,476 ",,10,2021
"$515,000",Smyrna,tn,37167,4 ,3 ,"2,823 ",,10,2021
"$372,500",Smyrna,tn,37167,3 ,3 ,"2,432 ",,10,2021
"$341,000",Smyrna,tn,37167,3 ,2 ,"1,641 ",,10,2021
"$170,000",Cleveland,tn,37323,3 ,2 ,"1,728 ",RICHARDSON GROUP KW CLEVELAND,11,2021
"$599,900",Cleveland,tn,37312,3 ,3 ,"3,561 ",,11,2021
"$420,000",Cleveland,tn,37312,0,0,0,RICHARDSON GROUP KW CLEVELAND,10,2021
"$200,500",Cleveland,tn,37323,3 ,2 ,"1,236 ",,10,2021
"$301,000",Cleveland,tn,37323,3 ,2 ,"1,633 ",,10,2021
"$229,000",Cleveland,tn,37323,3 ,2 ,960 ,,10,2021
